jobpost_id,Link,Job_Title,Company_Name,Company_link,Date,Keyword,Location,Employment_Type,Job_Function,Industries,Seniority_Level,Job_Description,Company_Link
11,https://linkedin.com/jobs/view/full-stack-developer-at-mynextfilm-3630642290,Full Stack Developer,MyNextFilm,,2023-05-16,software development,Philippines,Entry level,Full-time,Engineering and Information Technology,Information Services and Software Development,"
        <strong>My Next Film (MNF)</strong> is a technology start-up which initiate s at developing we based products for filmmakers to automate film making processes and make filmmaking processes easier.<p><br></p><strong>The Role</strong><p><br></p>We are looking for a talented and creative Full Stack Developer to work at the highest levels of programming. You will be responsible for all Frontend and Backend parts including APIs, design ideas, and requirement<p><br></p><strong><u>Objectives Of The Role</u></strong><p><br></p><ul><li> Take ownership of the features and components.</li><li>Assist the development process by contributing suggestions for improvements and driving the quality of code throughout production.</li><li>Mentor other developers on the team to help maintain the quality of code, products, and processes to deliver complex features on time and at high standards.</li></ul><p><br></p><strong><u>Responsibilities</u></strong><p><br></p><ul><li> Design and develop highly responsive and scalable web applications using React JS and related technologies.</li><li>Planning, designing, and implementing high-quality features, working with the MNF team.</li><li>Design, build, and maintain efficient, reliable, and reusable code.</li><li>Ensure the optimal performance, quality, and responsiveness of applications.</li><li>Create and maintain RESTful APIs to communicate with the front end and database.</li><li>Design, develop and maintain databases using MongoDB.</li></ul><p><br></p><strong>Ideal Profile</strong><p><br></p><ul><li>You possess a bachelor's degree in computer science or equivalent</li><li>You have a minimum of 1+ years of experience in developing web applications using Python and Django.</li><li>You have strong proficiency in React JS, JavaScript, HTML5, CSS3, and related web technologies.</li><li>You have a good understanding of software development principles and design patterns.</li><li>You have experience with version control systems such as Git.</li></ul><p><br></p><strong>What's on Offer?</strong><p><br></p><ul><li>Great work environment</li><li>Excellent career development opportunities</li><li>Opportunity to make a positive impact</li></ul>
      ",https://in.linkedin.com/company/my-next-film?trk=public_jobs_jserp-result_job-search-card-subtitle
12,https://linkedin.com/jobs/view/full-stack-developer-at-isupport-worldwide-3591695532,Full Stack Developer,iSupport Worldwide,,2023-05-01,software development,Philippines,Entry level,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting,"
        <strong>Top reasons to work with iSupport Worldwide<br></strong><ul><li>Free food, brewed coffee, and snacks EVERYDAY!</li><li>Competitive salary</li><li>Comprehensive HMO and Life Insurance coverage on your first day</li><li>Premium workspaces plus rewarding and engaging monthly activities.</li><li>Free learning and development courses for your personal and career growth</li><li>Easy to locate area with direct access to public transport.<br></li></ul><strong>What is your mission? <br><br></strong>You will help us deliver excellent service to our partner brands by performing these tasks:<br><ul><li>Build and maintain front-end interfaces using jQuery and JavaScript</li><li>Create and maintain scalable and robust backend systems using Java and Oracle</li><li>Ensure the software is scalable, maintainable, and meets performance standards<br></li></ul><strong>Who are we looking for? <br></strong><ul><li>Solid understanding of web development technologies, including HTML, CSS, and JavaScript</li><li>Experience in developing RESTful APIs and integrating with third-party APIs</li><li>Experience in Java and SQL</li><li>Excellent communication skills</li><li>At least 2 years of experience<br></li></ul><strong><u>Nice To Have Skills (Not Mandatory)<br></u></strong><ul><li>Oracle databases<br></li></ul><strong>How to Apply?<br><br></strong>Online. Send your application through (LinkedIn, Jobstreet, Indeed, Facebook) and expect a call from our Talent Acquisition team within 24-48 hours.
      ",https://ph.linkedin.com/company/isupport-worldwide?trk=public_jobs_jserp-result_job-search-card-subtitle
13,https://linkedin.com/jobs/view/software-developer-entry-level-quezon-city-at-mediatics-digital-indonesia-3719612913,Software Developer | Entry Level | Quezon City,Mediatics Digital Indonesia,,2023-09-18,software development,"Quezon City, National Capital Region, Philippines",Entry level,Full-time,Engineering and Information Technology,Advertising Services,"
        <ul><li>Program, design and maintain software applications.</li><li>Create scaleable and automated solutions for the customer.</li><li>Write tests for existing and created code to ensure compatibility and stability.</li></ul><p><br></p><strong>Minimum Qualifications</strong><ul><li>Graduate of any BS IT, Computer Science, Computer Engineering or related courses (Bachelor's degree only).</li><li>Fresh graduates or those with 6 months to one year experience are welcome to apply.</li><li>Proficient in analytical skills, both written and oral.</li><li>Good communication skills.</li><ul><li>Can converse and write well in English.</li></ul><li>Good problem solving skills.</li><li>Highly analytical.</li></ul>
      ",https://id.linkedin.com/company/mediatics-digital-indonesia?trk=public_jobs_jserp-result_job-search-card-subtitle
14,https://linkedin.com/jobs/view/junior-back-end-developer-at-breederdao-3640859614,Junior Back End Developer,BreederDAO,,2023-06-20,software development,"Manila, National Capital Region, Philippines",Associate,Full-time,Engineering and Information Technology,"Technology, Information and Internet","
        We are looking for an experienced Back End Developer to join our developer team. You will be responsible for the server side of our web applications. If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you. As a Back-end developer, you’ll work closely with our engineers to ensure system consistency and improve user experience. Ultimately, you should be able to develop and maintain functional and stable web applications to meet our company’s needs.<p><br></p><strong>Responsibilities</strong><p><br></p><ul><li>Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement</li><li>Collaborate with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience</li><li>Participate in the entire application lifecycle, focusing on coding and debugging</li><li>Perform UI tests to optimize performance</li><li>Gather and address technical and design requirements</li><li>Implementing software features based on business requirements</li><li>Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members</li><li>Other duties may be assigned</li></ul><p><br></p><strong>Requirements</strong><p><br></p><ul><li>At least 1-3 years experience in Javascript and back-end technologies including but not limited to Node.js, GraphQL, MongoDB, etc</li><li>Full-stack experience is a plus</li><li>Proven work experience as a Back-end developer</li><li>In-depth understanding of the entire web development process (design, development and deployment)</li><li>Working knowledge of CMS framework</li></ul><p><br></p><strong>Benefits</strong><p><br></p><ul><li>HMO</li><li>Work From Home</li><li>Leave Credits</li><li>Training &amp; Development</li></ul>
      ",https://vg.linkedin.com/company/breederdao?trk=public_jobs_jserp-result_job-search-card-subtitle
15,https://linkedin.com/jobs/view/software-engineer-at-isupport-worldwide-3596427164,Software Engineer,iSupport Worldwide,,2023-05-04,software development,Philippines,Entry level,Full-time,Engineering and Information Technology,Outsourcing and Offshoring Consulting,"
        <strong>Top reasons to work with iSupport Worldwide<br><br></strong>Free food, brewed coffee, and snacks EVERYDAY!<br><br>Competitive salary<br><br>Comprehensive HMO and Life Insurance coverage on your first day<br><br>Premium workspaces plus rewarding and engaging monthly activities.<br><br>Free learning and development courses for your personal and career growth<br><br>Easy to locate area with direct access to public transport.<br><br><strong>What is your mission? <br><br></strong>We are currently seeking a talented Software Engineer with expertise in Java, Spring Boot, Vue 3, and JavaScript to join our team and help us develop innovative software solutions for our clients.<br><br>You will help us deliver excellent service to our partner brands by performing these tasks:<br><br>Documentation: All new code must be accompanied by clear and concise documentation that explains the purpose, functionality, and any relevant details. When updating existing code, ensure that its documentation (if any) is updated or created accordingly.<br><br>Testing: To guarantee the stability and correctness of our software, you will be required to write and maintain tests for all new code. This includes unit tests, integration tests, and any other necessary tests to ensure the proper functioning of your code. When updating existing code, ensure that the corresponding tests are updated or created as needed.<br><br>Design, develop, and maintain high-quality software solutions using Java, Spring Boot, Vue 3, and JavaScript<br><br>Collaborate with the development team to create and implement efficient and scalable software architectures<br><br>Identify, analyze, and resolve software issues and bugs to ensure optimal performance<br><br>Contribute to the development of project specifications, requirements, and timelines<br><br>Participate in code reviews and provide constructive feedback to improve overall code quality<br><br>Stay up-to-date with industry best practices and emerging technologies to ensure continuous growth and learning<br><br>By adhering to these code quality expectations, you will contribute to the overall success of our projects and help maintain the company's reputation for delivering top-quality software solutions to our clients.<br><br><strong>Who are we looking for? <br><br></strong>Strong proficiency in Java, Spring Boot, Vue 3, and JavaScript<br><br>Ability to work within US EST hours (8AM to 6PM)<br><br>Excellent problem-solving skills and attention to detail<br><br>Strong understanding of software development principles and best practices<br><br>Effective English communication skills, both written and verbal<br><br>Bachelor's degree in Computer Science, related field, or equivalent experience<br><br>Experience working with Canvas, Blackboard, or other similar EdTech infrastructure<br><br>Experience with Node.js<br><br>Familiarity with additional web development frameworks and libraries<br><br>Experience working in an Agile development environment<br><br><strong>How to Apply?<br><br></strong>Online. Send your application through (LinkedIn, Jobstreet, Indeed, Facebook) and expect a call from our Talent Acquisition team within 24-48 hours.
      ",https://ph.linkedin.com/company/isupport-worldwide?trk=public_jobs_jserp-result_job-search-card-subtitle
16,https://linkedin.com/jobs/view/junior-software-engineer-alabang-at-mediatics-digital-indonesia-3719615161,Junior Software Engineer | Alabang,Mediatics Digital Indonesia,,2023-09-18,software development,"Muntinlupa City, National Capital Region, Philippines",Entry level,Full-time,Engineering and Information Technology,Advertising Services,"
        <ul><li>Be part of a team that develops a new software product from the ground up, staying true to company’s core values and needs while lending your own creativity to the mix.</li><li>Create scalable and automated solutions for the customer.</li><li>Write tests for existing and created code to ensure compatibility and stability.</li><li>Be responsible for programming related tasks such as coding.</li></ul><p><br></p><strong>Minimum Qualifications</strong><ul><li>Graduate of any BS IT, Computer Science, Computer Engineering or related courses (Bachelor's degree only).</li><li>Fresh graduates or those with 6 months to one year experience.</li><li>Proficient in analytical skills, both written and oral.</li><li>Good communication skills.</li><ul><li>Can converse and write well in English.</li></ul><li>Good problem solving skills.</li><li>Highly analytical.</li></ul>
      ",https://id.linkedin.com/company/mediatics-digital-indonesia?trk=public_jobs_jserp-result_job-search-card-subtitle
17,https://linkedin.com/jobs/view/business-intelligence-analyst-at-stealth-monitoring-inc-3631649182,Business Intelligence Analyst,"Stealth Monitoring, Inc.",,2023-05-14,data and analytics,"Pasig, National Capital Region, Philippines",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Security and Investigations,"
        Stealth Monitoring is looking for talented individuals like you! Be the next<strong> Business Intelligence Analyst.</strong><p><br></p>Business Intelligence Analyst is a vital role in the organization by providing analytical and data support to Monitoring Operations through reports generation and forecasting.<p><br></p><strong><u>Job Highlights</u></strong><p><br></p><ul><li>Day 1 HMO for you and two (2) of your dependents.</li><li>Annual and Performance Based Salary Increase</li><li>Additional Leave Credits</li></ul><p><br></p><strong><u>Duties &amp; Responsibilities</u></strong><p><br></p><ul><li> Provide analytical and data support for Monitoring Operations.</li><li>Participate in performance and business analysis outlining problems, opportunities, profitability of the business and possible solutions based on data.</li><li>Collaborate with department leaders in evaluating processes, anticipating requirements, and developing implementing solutions and determining efficiencies of initiatives.</li><li>Review and provide alarm forecasting, productivity, reporting and analysis, and manpower plan for monitoring operations.</li><li>Support predictive modeling and forecasting through data analytics and visualization.</li><li>Designing report templates that will help transform raw data into meaningful information needed by the leadership team.</li><li>Provide project management support for tools development.</li></ul><p><br></p><strong><u>Qualifications</u></strong><p><br></p><ul><li>Bachelor’s Degree in Statistics, Business or related field or equivalent experience required;</li><li> At least two years of experience in reports generation and design data management.</li><li> Background in offshore service operations is an advantage.</li><li> Strong interpersonal and excellent oral and written communication skills and ability to consult and influence various levels across the organization.</li><li> Strong knowledge of MS Office Applications.</li><li> Strong Communication and Presentation skills.</li><li> Demonstrated analytical and problem-solving experience.</li><li> Experience with SQL queries or database concepts.</li><li> Experience with Power Automate, Alteryx or other ETL tools.</li><li>Experience with Power BI, Tableau or other data visualization tools.</li></ul><p><br></p><em>Why join Stealth Monitoring?</em><p><br></p><em>At Stealth Monitoring, we invite you to make a difference. Take over a position that creates community impact.</em><p><br></p><em>Get to work with skillful team members and experience limitless growth.</em><p><br></p><em>Choose to be exceptional and be part of the never-ending cycle of innovation, transformation and evolution of surveillance technology.</em>
      ",https://www.linkedin.com/company/stealth-monitoring-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle
18,https://linkedin.com/jobs/view/analytics-and-modeling-senior-analyst-at-manpowergroup-3714316239,Analytics and Modeling Senior Analyst,ManpowerGroup,,2023-09-15,data and analytics,"Mandaluyong, National Capital Region, Philippines",Mid-Senior level,Full-time,Information Technology and Other,"Information Services, IT Services and IT Consulting, and Utilities","
        <p><strong>JOB DESCRIPTION </strong></p><p>● Prepare analytical and trend reports, create graphics, and provide stakeholder ready material </p><p>● Analyze ticketing data to provide actionable insights </p><p>● Visualize digital analytics to show valuable data driven insights using BI tools</p><p>● Participate in operational projects and assist in timely execution of project goals and deadlines </p><p>● Design dashboards and other reporting tools used by internal stakeholders </p><p>● Identify business challenges with stakeholders and help provide analytics using statistical methods </p><p>● Familiarity of relevant key performance indicators </p><p>● Perform range of ad-hoc analyses and financial modeling in support of key business initiatives </p><p>● Perform advanced modeling on medium to large data sets in support of business operations </p><p><br></p><p><strong>JOB QUALIFICATIONS</strong></p><p>• At least 3 - 4 Years Working experience </p><p>• Must Have: Statistical Modelling, R, Python, Data Visualization ,SQL, AI/ML Models </p><p><br></p><p><strong>Alternative Requirements: </strong></p><p>• At least 2 years of related experience in Analytics/Data Science </p><p>• Must Have skills are either R or Python only (with preference to Python)</p>
      ",https://www.linkedin.com/company/manpowergroup?trk=public_jobs_jserp-result_job-search-card-subtitle
19,https://linkedin.com/jobs/view/data-analyst-at-standard-chartered-bank-3695417496,Data Analyst,Standard Chartered Bank,,2023-09-08,data and analytics,"Makati, National Capital Region, Philippines",Entry level,Full-time,Information Technology,Banking,"
        <strong>Role Responsibilities</strong><p><br></p>This role as Senior Data Analyst run data projects in Agile / SCRUM manner. Role is very exciting as it provides the candidate opportunity to work with Business and IT partners, learn Banks Businesses/Products/Processes and to develop relationship with stakeholders.<p><br></p><strong>Responsibilities</strong><strong>*</strong><p><br></p><ul><li>Translate business requirements to user stories</li><li>Work closely with Product owner/Scrum master to ensure the Backlog is up-to-date and User stories are ready for sprint planning. </li><li>Act as SME for all data sourcing, data modelling, data quality requirements for the applications.</li><li>Understand the business process, workflow required to guide Agile team so that data requirements are covered completely and correctly. </li><li>Actively participate and contribute in SCRUM planning, SCRUM stand-up and Sprint retrospective meetings.</li><li>Provide leadership guidance and support to team.</li><li>Help and Support SCRUM team on UAT and sign-off from Ops teams.</li><li>Engage with data architect and keep them updated on project progress and take their inputs while designing the data requirements for the applications assigned.</li><li>Provide inputs to PSC and other Project meetings.</li><li>Identify and raise risks well in advance so that they can be managed.</li><li>Other duties as assigned </li></ul><p><br></p><strong>Our Ideal Candidate </strong><p><br></p><ul><li> 7+ years of experience in large-scale projects/programs with significant change impact and multiple dependencies within and across organizational boundaries.</li><li> Work closely with business users to understand their data analysis needs/requirements and build specifications that will include clear definition of business value for data analysis, approach for extracting the data required from Golden Sources and definition of business rules/logic.</li><li> Experience in Agile / Scrum approach.</li><li> Strong query language skills (SQL , Hive ,HBase , ETL [Dataiku] )</li><li> Exposure to Business Intelligence tools</li></ul><p><br></p><strong>About Standard Chartered</strong><p><br></p>We're an international bank, nimble enough to act, big enough for impact. For more than 160 years, we've worked to make a positive difference for our clients, communities, and each other. We question the status quo, love a challenge and enjoy finding new opportunities to grow and do better than before. If you're looking for a career with purpose and you want to work for a bank making a difference, we want to hear from you. You can count on us to celebrate your unique talents. And we can't wait to see the talents you can bring us.<p><br></p>Our purpose, to <em>drive commerce and prosperity through our unique diversity</em>, together with our brand promise, to be <em>here for good</em> are achieved by how we each live our <em>valued behaviours</em>. When you work with us, you'll see how we value difference and advocate inclusion. Together we:<p><br></p><strong>Do the right thing</strong> and are assertive, challenge one another, and live with integrity, while putting the client at the heart of what we do<p><br></p><strong>Never settle,</strong> continuously striving to improve and innovate, keeping things simple and learning from doing well, and not so well<p><br></p><strong>Be better together,</strong> we can be ourselves, be inclusive, see more good in others, and work collectively to build for the long term<p><br></p><strong>In line with our Fair Pay Charter,</strong> we offer a competitive salary and benefits to support your mental, physical, financial and social wellbeing.<p><br></p><strong> Core bank funding for retirement savings, medical and life insurance,</strong> with flexible and voluntary benefits available in some locations<p><br></p><strong>Time-off</strong> including annual, parental/maternity (20 weeks), sabbatical (12 weeks maximum) and volunteering leave (3 days), along with with minimum global standards for annual and public holiday, which is combined to 30 days minimum<p><br></p><strong>Flexible working</strong> options based around home and office locations, with flexible working patterns<p><br></p><strong>Proactive wellbeing support</strong> through Unmind, a market-leading digital wellbeing platform, development courses for resilience and other human skills, global Employee Assistance Programme, sick leave, mental health first-aiders and all sorts of self-help toolkits<p><br></p><strong>A continuous learning culture</strong> to support your growth, with opportunities to reskill and upskill and access to physical, virtual and digital learning<p><br></p><strong>Being part of an inclusive and values driven organisation,</strong> one that embraces and celebrates our unique diversity, across our teams, business functions and geographies - everyone feels respected and can realise their full potential.<p><br></p><strong>Recruitment assessments -</strong> some of our roles use assessments to help us understand how suitable you are for the role you've applied to. If you are invited to take an assessment, this is great news. It means your application has progressed to an important stage of our recruitment process.<p><br></p>Visit our careers website www.sc.com/careers<p><br></p><strong>Job: Technology<br><br><strong>Primary Location: Asia-Philippines-Makati City<br><br><strong>Schedule: Full-time<br><br><strong>Employee Status: Permanent<br><br><strong>Posting Date: 22/Aug/2023, 10:42:35 AM<br><br><strong>Unposting Date: Ongoing</strong></strong></strong></strong></strong></strong>
      ",https://uk.linkedin.com/company/standardchartered?trk=public_jobs_jserp-result_job-search-card-subtitle
20,https://linkedin.com/jobs/view/data-analyst-senior-associate-at-sgv-co-3694110487,Data Analyst - Senior Associate,SGV & Co.,,2023-09-25,data and analytics,"Makati, National Capital Region, Philippines",Mid-Senior level,Full-time,Consulting,Financial Services,"
        <p><strong>Job Overview:</strong></p><p>We are seeking a skilled Data Analyst with a strong analytical background and experience. As a Data Analyst, you will play a critical role in extracting valuable insights from complex datasets and transforming them into actionable recommendations that drive informed business decisions.</p><p><br></p><p><strong>Responsibilities:</strong></p><ul><li>Utilize statistical techniques and tools to perform data extraction, transformation, and loading (ETL) tasks from various data sources.</li><li>Develop and implement scripts for statistical analysis, data manipulation, and reporting purposes.</li><li>Collaborate with cross-functional teams to understand data requirements and provide analytical solutions that address business needs.</li><li>Perform data cleaning, validation, and quality checks to ensure accuracy and consistency of results.</li><li>Design and execute statistical models to analyze complex data sets, identify trends, patterns, and correlations, and provide actionable insights.</li><li>Generate clear and concise reports, graphs, and visualizations to present findings and recommendations to both technical and non-technical stakeholders.</li><li>Stay updated with industry trends and best practices in statistical analysis and data management to contribute to the continuous improvement of analytical processes.</li><li>Collaborate in the development and maintenance of data governance standards, data dictionaries, and documentation related to statistical processes.</li></ul><p><br></p><p><strong>Qualifications:</strong></p><ul><li>Bachelor's degree in Statistics, Data Science, Computer Science, or a related field.</li><li>With at least 3 years of proven experience in data analysis and statistical modeling.</li><li>Strong problem-solving skills with the ability to dissect complex business problems and provide data-driven solutions.</li><li>Excellent communication skills to convey technical information to both technical and non-technical audiences.</li><li>Experience with other programming languages (e.g., Python, R) and data manipulation tools is a plus.</li><li>Proficiency in SAS programming languages such as BASE SAS, SAS Macro Language, and SAS SQL is a plus.</li></ul><p><br></p><p><strong>Cultural fit:</strong></p><p>We highly appreciate individuals who are:</p><ul><li>Not afraid of stepping outside of their comfort zone, working on sectors or solutions that are new to them</li><li>Diligent in keeping up with the latest techniques and emerging technology</li><li>Intellectually curious; willing to learn and do what it takes to master skills needed for a new project</li><li>Agile and effective; quick to adjust to fluid situations and changing needs of the client</li></ul>
      ",https://ph.linkedin.com/company/sgv--co?trk=public_jobs_jserp-result_job-search-card-subtitle
21,https://linkedin.com/jobs/view/junior-data-analyst-at-concentrix-3731844537,Junior Data Analyst,Concentrix,,2023-10-03,data and analytics,"National Capital Region, Philippines",Associate,Full-time,Project Management and Information Technology,IT Services and IT Consulting,"
        <p>We are looking for a Data Analyst to join our team. Today.</p><p><br></p><p>The future team member will lead our decisions for customers and partners by developing and providing data through data analysis and by creating reports of patterns, insights, and trends. Reporting to the Manager of Business Intelligence, You will mine data from a variety of data resources to design impact recommendations for our partners. The Reporting Business Intelligence Analyst will create specifications for reports and analysis based on our needs and data available and ensure processes are followed and any fall-out are addressed properly. Along the way, you will have access to excellent training opportunities to grow and enhance your skills and career. At Concentrix, you can truly Own Your Future!</p><p><br></p><p>You Have:</p><ul><li>One to three years of experience in Data Visualization using BI tools(Tableau, Salesforce, Power BI, and Business Objects)</li></ul><p><br></p><p>You Will:</p><ul><li>Use core analytic solutions to support customer teams and increase efficiency. Work on projects/matters of limited complexity in a support role. Complexity can vary based on several factors such as client size, number of systems, varying levels of established structures, or dynamics of customer and data</li><li>Work and build internal relationships to ensure high-quality data is available for analysis and better understanding</li><li>Interpret goals, trends, risks and areas for improvement by collecting, analyzing and reporting on key metrics and conclusions. Maintain integrity of reports and dashboards to allow business to operate</li><li>Provide data-driven insights to internal stakeholders</li><li>Support daily partners for planning, forecasting, and to understand and compile impactful questions</li><li>Support partners with ad-hoc reporting, metrics and analysis</li><li>Seek counsel and guidance from higher level business intelligence analysts. You will receive guidance and mentorship on more complex projects/matters from higher level analysts and management. Work is managed and begins to gain exposure to some complex work with gained experience and reliable performance</li></ul><p><br></p><p>Full Time - Permanent Employment</p>
      ",https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle
22,https://linkedin.com/jobs/view/modeling-officer-at-maybank-3704842452,Modeling Officer,Maybank,,2023-09-04,data and analytics,"Taguig, National Capital Region, Philippines",Mid-Senior level,Full-time,"Analyst, Consulting, and Administrative",Banking and Financial Services,"
        <p><strong>Your Role</strong></p><p>Equip and enable the various units of the Bank in making timely and data-driven decisions on helping grow and manage the Bank’s book by equipping decision makers with robust scorecards and/or models developed either statistically or through expert-based judgement, which will aid business in growing the customer base while prudently managing the inherent risk carried by the various portfolios.</p><p><br></p><p><strong>How you will contribute</strong></p><ul><li>Development of sales propensity models to optimize sales productivity, and credit risk models to manage credit risk taking.</li><li>Manage the model development process by: Recommending the methodology or approach to undertake for the particular model to be developed, and ensure that this is aligned with both Group and Industry practice; Recommending the sampling technique, factors to be considered, and key assumptions to be used in the model design and ensure that these assumptions are aligned industry best or acceptable practice.</li><li>Comprehensively and properly document all steps and issues undertaken throughout the model development process.</li><li>Facilitate requirements building, testing, and/or deployment of new data cubes in the local data warehouse to aid in reports/dashboard generation.</li><li>Implement the Data Governance Framework on the assigned area of responsibility by: Monitoring data quality and ensuring identified data quality issues are addressed and if necessary, update policies or procedures to mitigate recurrence; Assess interpretation of data across the data life cycle and ensure alignment/standardization.</li></ul><p><br></p><p><strong>What we are looking for</strong></p><ul><li>Graduate of Mathematics, Statistics, or Data Analytics/Science discipline.</li><li>Relevant Field Experience: Analytics, Statistics, Data Science, Modelling</li><li>Banking Experience: Credit Risk Analytics or Modelling ; Data Science ; Business MIS</li></ul>
      ",https://my.linkedin.com/company/maybank?trk=public_jobs_jserp-result_job-search-card-subtitle
23,https://linkedin.com/jobs/view/senior-business-intelligence-analyst-at-concentrix-3629887725,Senior Business Intelligence Analyst,Concentrix,,2023-09-18,data and analytics,"Makati, National Capital Region, Philippines",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,"
        <p><strong>SENIOR BUSINESS INTELLIGENCE ANALYST</strong></p><p><br></p><p>Imagine being able to partner with global technology leaders in a company that cares about YOU – your professional growth, your success, and your community.</p><p><br></p><p>We are looking for a Business Intelligence Analyst to join our team. Today.</p><p><br></p><p>We are Concentrix (formerly ServiceSource International PH). We are dedicated to creating success for our clients, the communities around us and each other. We provide outsourced inside sales, customer success, renewals management, and channel management solutions for the world's greatest brands. At Concentrix, you will be part of our diversified team that makes an impact for our clients. All of this is possible because of the talent you have to offer.</p><p><br></p><p>The future team member that will lead our decisions for customers and partners by developing and providing data through data analysis and by creating reports of patterns, insights and trends. Reporting to the Manager of Business Intelligence, You will mine data from a variety of data resources to design impact recommendations to our partners. The Business Intelligence Analyst will create specifications for reports and analysis based on in-depth assessment and understanding of our needs and data available. Along the way you will have access to excellent training opportunities to grow and enhance your skills and career.</p><p>At Concentrix, you can truly Own Your Future!</p><p><br></p><p><strong>JOB REQUIREMENT: </strong></p><ul><li>Proficient knowledge of expanded analysis tools (such as OLTP/OLAP data structures, Advanced Excel (can maintain complex spreadsheets), Tableau, Salesforce, Power BI, Business Objects)</li><li>Proficient knowledge of domain languages (such as SQL Query, HIVE QL)</li><li>Apply moderately complex statistical methods (such as deviations, quartiles)</li><li>5 years of related experience to reflect skills and talent necessary for this role</li><li>Practical sales motion knowledge</li><li>Practical industry and demographic understanding in one of the following: (hardware, software, SaaS, healthcare or industrial)</li><li>Proficiency in all Microsoft products especially Word, Excel (can maintain complex spreadsheets) and PowerPoint</li><li>Bachelor's Degree of Diploma in computer science, finance or statistics/mathematics</li><li>7+ years' experience in data-driven business insight recommendations, business analytics, dashboard design experience</li></ul><p><br></p><p><strong>JOB DESCRIPTION: </strong></p><p><br></p><ul><li>Interpret moderately complex goals, trends, risks and areas for improvement by collecting, analyzing and reporting on key metrics and conclusions. May maintain integrity of reports and dashboards to allow business to operate</li><li>Use expanded solutions and knowledge to support customer teams and increase efficiency. Work on projects/matters of moderate complexity in an independent contributor role</li><li>Work and builds internal and external relationships to ensure high-quality data is available for analysis and better understanding</li><li>Develop data-driven insights to all partners</li><li>Engage daily with partners for planning, forecasting and gaining an understanding of questions for appropriate documentation and analysis</li><li>Work well independently and will seek counsel and guidance on more complex projects/matters. Work is generally reliable on routine tasks</li></ul>
      ",https://www.linkedin.com/company/concentrix?trk=public_jobs_jserp-result_job-search-card-subtitle
24,https://linkedin.com/jobs/view/sales-data-analyst-project-based-at-gardenia-bakeries-philippines-inc-3725169688,Sales Data Analyst (Project-Based),"Gardenia Bakeries (Philippines), Inc.",,2023-09-21,data and analytics,Philippines,Entry level,Full-time,Other,Manufacturing,"
        The <strong>Sales Administrative Staff</strong> or <strong>Sales Data Analyst</strong> will be responsible for facilitating processes under order management. The post holder will play the key role in monitoring, maintaining and updating sales reports that will contribute to the continuous improvement of both sales and operations team.<p><br></p><strong>Job Qualifications</strong><p><br></p><ul><li>Bachelor's Degree of any Business Administration course, ﻿﻿Computer Science, Information Systems, or any related field</li><li>Intermediate to advance skills in different Microsoft Office Applications</li><li>Ability to create and analyze reports from raw data from the system</li><li>Highly trainable and hardworking with good communication and analytical skills</li><li>Open for Fresh Graduates applicants</li><li>Willing to be assigned in LIIP, Mamplasan, Binan, Laguna (onsite)</li></ul>
      ",https://ph.linkedin.com/company/gbpi-careers?trk=public_jobs_jserp-result_job-search-card-subtitle
25,https://linkedin.com/jobs/view/jr-sr-data-analyst-ft-at-kooapps-3626721402,Jr./Sr. Data Analyst (FT),Kooapps,,2023-06-05,data and analytics,"Manila, National Capital Region, Philippines",Mid-Senior level,Full-time,Information Technology,Computer Games,"
        <strong>Jr./Sr. Data Analyst (We Provide Training)<br><br><strong><u>Responsibilities<br></u></strong><ul><li>Work with large amounts of data to identify gaming experience insights </li><li>Provide innovative ways to better understand correlation of data </li><li>Work with production team to make sure data are specified, understood and consistent </li><li>Assist everyone to scope and prioritize future works <br></li></ul><strong><u>Requirements<br></u></strong><ul><li>BS Computer Science, Math, Statistics, Economics or equivalent </li><li>Broad knowledge of applied mathematics, statistical methods and algorithms </li><li>Experience in data mining, data-intensive application development, databases, object-oriented design, machine learning algorithms and statistics software, predictive modeling, data analysis </li><li>Familiar with information retrieval, knowledge representation, computational linguistics, natural language processing, machine learning or text-mining </li><li>Experience in programming with Java, Python, and Perl; </li><li>Problem-solver with strong analytical skills </li><li>Passionate in software and video games </li><li>Can communicate effectively in English </li><li>Can work in a timely manner </li><li>Team player </li><li>Willing to work in Makati City, </li><li>Willing to work Monday to Saturday</li></ul></strong>
      ",https://www.linkedin.com/company/kooapps?trk=public_jobs_jserp-result_job-search-card-subtitle
